actual,predicted
290,309.2091674805
185,174.1780090332
865,914.7489624023
30,72.2892227173
575,508.6588745117
100,87.6437911987
75,227.8110656738
110,97.9135665894
30,156.9450531006
85,80.8939743042
115,98.1463851929
1000,1099.9169921875
165,162.3255310059
200,202.9209136963
250,244.6348876953
300,232.6639709473
45,44.5002212524
50,43.033241272
660,784.4536132812
95,128.4579620361
225,210.5106506348
300,304.0577087402
25,25.2934341431
90,83.6472396851
650,689.3541259766
995,959.1444091797
50,43.1540603638
90,319.2602844238
135,135.2134094238
160,177.2558135986
150,304.6505432129
400,378.3491516113
125,139.8404693604
100,91.9904403687
650,591.5603637695
275,290.3298034668
150,147.1008300781
125,110.7971725464
40,113.0877456665
200,495.8844299316
75,74.5554275513
1175,1132.6435546875
170,197.6145324707
1300,369.9049987793
80,81.1623306274
50,37.0399551392
70,65.0118026733
140,209.9415435791
135,129.9770965576
80,84.919670105
250,254.8656158447
185,167.9054107666
250,272.6205749512
2225,2093.4140625
90,92.7541122437
100,108.6930923462
65,66.7900466919
35,31.0311965942
40,182.90284729
250,206.224029541
1100,1092.8334960938
700,728.310546875
250,246.4784088135
85,92.9565505981
450,468.9918518066
85,86.5602798462
135,166.0164642334
70,61.4444351196
1850,1470.9184570312
350,375.6219177246
300,242.0687561035
90,222.303894043
75,93.4558181763
175,248.9498901367
140,386.5877685547
35,10.011177063
200,200.1913146973
45,109.8821029663
35,65.4243240356
100,85.799659729
45,72.6453018188
20,85.1437606812
450,450.1557922363
70,57.6260604858
25,59.769493103
950,1056.9584960938
1000,993.2971801758
200,192.956817627
165,213.033782959
55,39.2117996216
125,117.9267654419
90,84.3622360229
500,515.9409179688
90,78.96900177
45,3.2075273991
80,72.5978622437
300,296.0231628418
40,32.5141677856
40,29.0597915649
80,74.5892410278
75,79.4927597046
50,89.6292037964
80,18.2144546509
400,318.0995788574
600,529.2403564453
70,70.5600662231
450,467.8022766113
700,716.4356689453
50,45.9355239868
95,87.638633728
245,290.0386962891
295,270.8139343262
185,201.0827941895
1200,1188.9703369141
400,394.7012023926
125,110.7927780151
475,387.875213623
495,501.1326599121
90,89.2997360229
110,82.3888473511
200,163.9223022461
160,214.259262085
105,99.6629714966
290,272.4262084961
115,325.4557800293
85,85.3659439087
650,657.7819213867
145,131.6318206787
1050,1100.9851074219
115,117.9583053589
900,922.4278564453
1600,1530.0856933594
25,-32.9892807007
50,37.8734207153
45,53.8440170288
135,126.3380813599
75,102.1714096069
700,671.0444946289
80,79.0715103149
400,408.2590942383
80,77.2791519165
95,112.0029373169
265,212.401184082
120,114.3909378052
85,202.5575561523
75,62.4323348999
100,93.7359390259
625,718.9688720703
70,61.5522689819
70,62.3113937378
130,288.9243774414
500,520.3746337891
300,196.6958770752
1300,1185.1224365234
305,304.2559204102
40,40.8069839478
40,40.8069839478
150,153.6518554688
30,68.364982605
140,132.7478027344
500,438.5165405273
70,229.3917541504
290,932.5946044922
85,84.7591171265
135,137.2083740234
150,122.6251296997
100,90.1824417114
85,76.1135635376
75,218.4548797607
200,158.4236907959
600,627.3021240234
340,358.7118835449
60,93.5859146118
65,54.9662246704
115,123.9251480103
100,96.4663925171
110,135.3563079834
45,73.6042098999
60,89.8976974487
100,87.737739563
125,108.9013137817
95,89.200630188
65,25.6901931763
150,145.6862487793
50,47.9260787964
500,470.1940307617
1000,1277.3833007812
95,87.6437911987
55,96.278968811
75,77.2791519165
260,240.5485687256
20,32.0661087036
850,567.9697875977
250,252.508895874
70,73.9871292114
90,85.420249939
1200,994.512878418
10,22.0262527466
90,80.8379898071
425,446.7053527832
80,128.2468261719
500,423.2188110352
350,354.6811828613
1000,999.4669189453
145,158.8371429443
75,80.8754959106
55,49.1653518677
900,925.9533691406
1400,1302.1640625
45,35.315284729
500,356.7450256348
30,33.9048843384
400,403.4621582031
65,63.817024231
200,199.6069641113
800,781.5619506836
490,456.8486938477
690,792.7522583008
250,233.5568695068
1200,1208.0666503906
75,67.1672439575
115,193.1110687256
400,403.1111755371
35,31.130317688
65,57.5746994019
120,116.6459732056
500,502.7733459473
85,88.1226730347
295,254.3612670898
200,172.604888916
85,98.4491195679
385,322.2655639648
240,250.8860626221
275,318.3748779297
60,43.1532669067
600,626.6605834961
275,211.4422302246
80,79.0715103149
950,936.7830200195
385,271.5611877441
80,62.639289856
65,54.1203231812
275,299.9863586426
210,175.9788208008
200,192.956817627
115,122.3732681274
850,874.6881713867
130,112.4635391235
125,134.9839477539
450,397.9901428223
495,382.8145141602
90,182.8689117432
130,90.1027908325
125,116.5844955444
200,190.8568878174
90,87.4835739136
350,360.7147216797
200,197.970199585
80,80.846534729
165,166.4412994385
500,526.8774414062
2300,2384.2009277344
400,371.9473571777
250,274.8094787598
150,159.71434021
500,497.5987548828
450,433.1580505371
105,94.1997451782
350,292.4374694824
100,100.0088272095
345,397.2216186523
150,137.5554656982
35,27.5629348755
180,164.2389373779
160,185.8166656494
1000,1115.2868652344
1700,1756.9459228516
500,524.2426147461
1250,1256.8861083984
295,287.0667419434
850,514.1483154297
150,138.3908843994
450,445.831451416
350,395.9708251953
500,417.8780822754
100,110.9943161011
85,80.6310348511
200,187.2924194336
895,569.9663085938
80,76.6582260132
105,90.6375198364
175,180.4775848389
250,251.1003265381
250,260.2297363281
450,430.0675354004
1700,1864.6007080078
45,31.5392837524
210,187.0263519287
100,96.3675765991
125,112.4686813354
800,560.8609008789
65,57.5746994019
1500,964.5860595703
800,836.2278442383
600,627.2603149414
450,377.4562988281
575,452.1090087891
290,272.931427002
185,148.8861541748
250,266.2118835449
300,308.1896972656
90,77.1766586304
135,136.7636413574
550,618.1651000977
200,197.7111053467
215,215.4054870605
65,13.5824966431
95,99.9556350708
800,781.5619506836
180,210.1632385254
300,300.4836120605
250,237.086807251
70,62.3813858032
350,452.7177124023
100,100.4047012329
35,76.0445480347
190,170.6914520264
375,330.8018188477
110,97.8662185669
45,87.4835739136
200,218.8430938721
1200,1123.6011962891
280,267.8999328613
550,425.626953125
80,74.3067398071
300,318.4820251465
800,774.2797241211
120,131.8285064697
105,108.0935592651
190,167.9054107666
250,262.9523620605
500,519.5822143555
30,28.6117324829
695,374.1904296875
850,544.9565429688
100,96.4663925171
100,88.6056442261
90,96.6740951538
375,338.7264404297
85,97.6466140747
260,210.2739562988
550,435.7963256836
95,84.4053573608
325,261.8143615723
350,394.7012023926
250,242.4361419678
200,196.3054504395
250,238.988494873
2300,2384.2009277344
200,208.2518157959
400,346.1829528809
600,480.5505371094
80,233.6339569092
200,239.4457244873
375,350.0171203613
195,348.9678955078
225,221.9914855957
20,26.4772109985
95,93.7869949341
145,139.8448791504
275,302.3133544922
400,407.1787414551
150,147.3179321289
170,164.3380432129
400,389.0741577148
50,22.5080032349
75,77.3037948608
100,91.5259475708
120,117.9583053589
225,208.6736297607
150,146.5437011719
1000,1175.0028076172
100,97.9936599731
1150,1142.5708007812
475,418.5397644043
575,636.359375
30,56.8419723511
95,98.0641860962
150,164.0180206299
100,98.8372573853
175,168.3371582031
170,361.730682373
500,501.3610534668
95,173.4471130371
420,399.8752746582
150,153.8355560303
200,199.3620910645
100,87.6437911987
1000,994.6245727539
500,512.4563598633
225,229.5919189453
110,121.978477478
180,183.4192962646
1500,1398.3591308594
20,-41.1527328491
65,74.0486373901
340,387.0786437988
150,157.822769165
465,345.5746154785
130,268.5798034668
40,30.7218399048
450,452.5731201172
185,197.4073638916
125,125.2129898071
265,290.1347045898
200,202.1749725342
30,60.1347122192
60,51.4416732788
330,299.461730957
350,360.6156005859
100,102.291633606
250,166.4646606445
300,308.0905456543
220,191.984588623
30,36.4168777466
35,-31.5204696655
90,212.7347106934
395,369.2079467773
65,66.1304092407
600,486.6925048828
75,70.2820510864
535,596.7237548828
1000,991.415222168
450,435.2314453125
200,197.8263397217
1500,1528.8424072266
200,189.0986175537
100,98.4600906372
1495,1619.6566162109
1200,909.6804199219
140,150.7310638428
140,128.2339477539
500,521.0217895508
475,449.2211303711
610,584.5452270508
250,249.8243103027
825,746.0741577148
95,95.9214248657
800,903.8713378906
595,504.543548584
180,206.3353881836
300,273.0906982422
60,98.1463851929
100,110.362663269
150,143.7742614746
395,356.235748291
55,48.6593704224
130,143.2948455811
140,150.1265563965
400,413.4204406738
275,299.9863586426
100,102.192527771
350,329.8429260254
300,255.460723877
250,259.0185852051
500,416.2593994141
350,367.9973754883
30,28.7277603149
180,279.5653686523
145,128.929397583
150,162.5072479248
90,84.9525527954
190,162.7748260498
100,92.0600204468
400,351.2142028809
150,292.3549804688
750,824.991027832
170,159.0829162598
700,727.7870483398
200,209.4640350342
150,127.9653244019
90,93.9256820679
275,299.9863586426
125,171.6214294434
1500,1528.2227783203
120,132.3549499512
150,144.9458312988
60,44.7164993286
55,83.3477554321
500,488.4479370117
50,84.0764083862
1100,1016.1840820312
500,425.1477355957
150,138.3908843994
350,306.9516601562
250,245.9231872559
250,230.8678894043
350,386.1454162598
50,48.2041397095
95,101.0323867798
800,567.3408203125
490,336.7134399414
350,373.6616821289
850,915.131652832
200,269.8757019043
80,79.1706161499
1500,1543.9665527344
55,90.6375198364
200,190.8568878174
70,69.0508651733
150,144.758972168
350,389.303314209
250,192.8338317871
600,534.8511352539
150,143.9766998291
1000,1158.3864746094
90,128.6826477051
35,40.8575820923
150,131.651184082
75,80.846534729
65,117.052116394
50,37.9725112915
100,101.2067184448
275,277.3520507812
175,201.1819000244
85,85.3659439087
1600,1540.3590087891
85,81.6038284302
150,146.8600616455
450,447.6195983887
100,222.9152679443
250,271.1512451172
30,27.7908096313
250,263.5531616211
180,167.3315887451
75,72.2420425415
110,90.6375198364
60,53.5388870239
50,0.1255571842
80,63.504234314
970,1076.6791992188
100,98.0641860962
125,129.5061645508
75,70.6216201782
75,74.4563064575
100,98.8493881226
225,236.4599456787
245,234.3436126709
70,63.3358840942
250,249.8243103027
500,523.2885742188
250,244.3320007324
125,143.2948455811
350,324.2434692383
100,93.886100769
275,243.1522216797
95,68.2781143188
90,80.7948684692
225,148.9640655518
100,104.3855361938
400,396.7148742676
490,432.6075439453
65,151.6319580078
465,512.6889038086
50,134.3304290771
150,146.7279510498
200,197.8133544922
40,51.934715271
475,410.6214294434
1560,967.0968017578
100,103.7557601929
100,88.5975418091
200,170.6390380859
850,748.725402832
400,398.6857299805
95,234.307220459
40,72.5978622437
350,385.4714660645
180,186.0484008789
380,344.3547363281
125,144.2537536621
80,80.9404830933
340,358.801361084
1500,1530.5021972656
400,353.3572998047
40,32.6132888794
80,67.1672439575
85,88.1226730347
800,803.1899414062
1950,1673.1020507812
100,86.7141799927
1200,1098.8002929688
150,274.1382141113
100,75.8277359009
500,480.6443481445
180,205.0578765869
110,99.2563858032
125,122.8890914917
165,171.202331543
1300,1342.6485595703
280,301.6600646973
290,296.063079834
200,236.5588989258
250,251.1003265381
300,272.3575744629
100,98.3578414917
200,202.731842041
200,177.818359375
160,190.5470123291
105,94.2988510132
110,107.7181472778
1495,1523.2409667969
1500,1411.7215576172
150,145.7853546143
125,89.1438827515
350,395.8840942383
500,484.1592407227
85,84.1400985718
175,167.4561157227
3000,3252.0583496094
150,276.9909973145
350,358.6149597168
950,1000.6321411133
120,103.4226303101
350,394.8994140625
1100,1096.7218017578
100,102.291633606
20,97.3324966431
300,281.0089416504
330,354.7458190918
250,250.354385376
150,157.2713470459
200,202.1749725342
350,607.0187988281
595,549.4652709961
100,91.3051071167
100,98.5647964478
1200,993.1474609375
45,38.9935073853
175,136.1467132568
150,144.690536499
60,93.4650802612
60,41.6894607544
270,290.5350036621
75,64.1551132202
500,512.2703857422
350,409.1762695312
150,132.5619354248
195,199.5059967041
175,200.9701080322
45,36.1431350708
45,35.7745437622
150,128.0644378662
80,79.9349594116
220,212.7745361328
65,61.17943573
65,102.544090271
450,336.8527832031
250,256.1295471191
200,194.256729126
200,200.2208404541
60,55.3754653931
100,107.2289810181
95,93.886100769
350,391.5100097656
40,30.7218399048
495,440.1631774902
55,39.3108901978
100,98.3578414917
300,308.6683044434
500,545.8023071289
300,270.3229370117
200,198.1998901367
90,73.5051040649
30,32.0661087036
600,640.1021728516
275,273.8897705078
350,316.6650695801
500,498.938079834
40,35.4567337036
145,157.4721374512
65,112.5314712524
600,414.5952148438
85,88.6068344116
500,520.788269043
500,528.641784668
525,524.2426147461
525,520.1593017578
1500,1527.7440185547
40,73.457649231
250,180.5767059326
700,724.1345214844
90,80.5319290161
100,96.0978012085
100,99.4836502075
150,156.7568054199
125,112.5626449585
300,314.548248291
200,189.347076416
80,74.1379013062
60,52.0244216919
130,132.6987915039
500,520.5900268555
200,208.2518157959
85,80.8939743042
250,245.8905181885
285,306.2596435547
175,197.1396331787
220,236.3608398438
275,187.4348754883
60,112.7121810913
325,351.7162780762
165,161.0827789307
200,197.7111053467
200,205.3439331055
100,99.3167495728
500,404.2888793945
200,231.0402679443
750,613.7075195312
195,197.1396331787
100,93.8567733765
130,124.42603302
250,241.1695098877
100,98.3578414917
150,157.5638885498
170,217.758392334
450,453.2196044922
450,422.1520996094
50,44.2703323364
1250,1242.8802490234
80,62.5453414917
600,625.196472168
825,723.8929443359
110,115.82787323
325,458.9664916992
600,592.0793457031
225,209.6643371582
125,138.0637664795
1000,988.7560424805
400,368.8517456055
40,30.7218399048
350,294.4019470215
150,143.2948455811
250,248.7580566406
110,94.2049026489
250,242.678817749
100,226.4953308105
100,98.3578414917
100,108.8985519409
100,99.9097213745
160,187.6134185791
55,181.2938232422
20,7.7582168579
100,95.3457107544
175,197.1396331787
300,270.1872558594
60,56.4468765259
1250,1192.921875
60,56.5470352173
250,246.369934082
995,1077.1605224609
300,346.5580749512
250,244.3320007324
65,100.6526412964
2000,845.3872680664
80,72.6918106079
110,87.9516067505
750,646.1362304688
450,404.6155090332
90,218.6425628662
150,145.8681488037
175,125.4978103638
40,39.5603103638
60,89.3898086548
500,454.1039733887
500,509.2610473633
150,153.8355560303
300,257.4234619141
80,198.8592987061
90,95.4597854614
200,208.3098907471
125,309.1365661621
200,208.2518157959
65,55.7300949097
125,143.2948455811
450,449.5670471191
250,267.498840332
165,204.6813354492
1400,1412.0555419922
300,302.7077026367
375,325.7734069824
300,302.7077026367
400,402.536315918
70,68.6748123169
150,139.8404693604
50,88.7589492798
200,194.256729126
150,143.2948455811
500,524.275390625
150,143.2948455811
125,106.8877944946
125,106.7886886597
110,121.8793716431
180,163.3977966309
40,40.4629898071
70,71.1490097046
400,368.7563781738
100,98.914680481
400,397.2216186523
45,44.7337722778
75,210.8194732666
130,143.2948455811
150,143.2948455811
50,46.3126907349
250,254.5397796631
120,152.0910339355
600,604.9259033203
280,315.4455566406
55,39.0362625122
70,79.2155227661
300,308.8057861328
950,962.2941894531
100,98.3578414917
70,83.3487930298
150,147.2742919922
600,663.7591552734
175,192.3056182861
150,147.2286376953
30,182.0743408203
30,26.8318862915
175,200.5940093994
250,236.0392150879
65,54.9662246704
700,721.3820800781
25,32.0661087036
55,24.9120254517
75,85.492149353
200,194.256729126
80,67.1672439575
300,263.8364257812
250,222.3377227783
200,197.7111053467
275,299.9863586426
225,243.8987731934
400,390.9656066895
100,93.8437728882
100,98.3578414917
40,82.226020813
300,260.3824462891
600,661.8633422852
250,264.5083007812
135,142.8658752441
75,75.7269821167
250,244.3320007324
75,74.5554275513
200,194.256729126
150,146.0483093262
300,288.4452209473
400,401.5063781738
230,209.0465393066
400,412.5977172852
600,653.3645019531
490,506.8563537598
495,520.6220092773
95,92.7541122437
80,70.6216201782
50,44.2703323364
400,394.4199829102
400,405.1917419434
75,69.8902816772
300,200.4406738281
100,103.6269302368
255,240.821182251
600,630.5863037109
175,213.0373687744
285,296.1549072266
85,87.5173873901
125,143.2948455811
400,358.8616638184
60,98.542137146
55,115.1984786987
150,134.637878418
55,87.8425216675
55,47.5741043091
125,143.5018005371
50,41.2582168579
80,79.1750259399
125,143.5018005371
65,22.0288772583
100,94.903465271
20,30.5076065063
100,60.9073104858
180,219.1745452881
35,72.0219802856
85,80.7440261841
85,92.5004196167
95,87.544670105
50,119.7441329956
50,39.4797439575
135,133.1962738037
130,108.9013137817
140,137.2083740234
220,189.9821624756
500,435.475982666
100,84.0764083862
350,274.7335205078
25,28.7233657837
50,36.0810623169
230,248.4544219971
75,61.9646530151
125,142.3029174805
15,-13.1110458374
200,173.7764587402
110,295.6312866211
70,70.5600662231
20,9.4114761353
285,296.1965942383
70,73.921836853
50,36.0810623169
75,68.1261520386
100,91.3344192505
90,76.2126693726
125,124.6814346313
40,56.8928909302
400,798.7548828125
145,135.2185668945
300,292.0126037598
890,921.311340332
85,88.8203201294
15,-42.6068344116
55,85.2392044067
180,148.7870483398
250,208.1547241211
175,162.303024292
20,-37.4101486206
55,36.7024307251
100,199.8399658203
50,92.3263168335
45,76.2126693726
175,199.6198425293
100,89.5300827026
175,192.9359893799
205,172.3123474121
70,64.0528945923
325,377.7109680176
30,26.3642044067
70,177.2043762207
700,1423.974609375
200,187.2924194336
205,221.1070251465
500,466.573425293
55,44.7904434204
120,115.7015151978
75,63.391242981
120,115.7015151978
150,137.2039794922
100,84.0764083862
385,520.4688720703
75,74.5554275513
15,125.6154708862
245,262.0913085938
625,696.3602905273
400,290.7503662109
140,222.335067749
235,250.8860626221
75,80.5252761841
115,100.2241439819
500,512.0877685547
110,147.885925293
250,263.4697875977
150,159.3995819092
75,53.6403427124
95,71.2792892456
150,142.5760803223
60,51.4416732788
450,446.679107666
85,80.8379898071
150,292.9099731445
230,228.2134246826
115,119.8777999878
95,86.0151290894
450,456.3721923828
200,175.9788208008
65,192.4858398438
80,27.9131240845
130,287.2581787109
325,268.7270812988
450,341.3388061523
85,78.9734115601
150,144.6096191406
90,74.1681747437
85,77.1766586304
80,74.5554275513
75,97.7807846069
60,11.2739334106
400,360.8996276855
100,106.1477890015
45,33.4307327271
75,152.6253967285
200,198.3014221191
115,115.3785934448
50,39.5493240356
295,405.5390319824
300,287.0667419434
50,35.9819412231
135,177.6689300537
150,266.7868347168
90,174.4060211182
800,803.1196899414
1200,1170.3708496094
80,63.598197937
95,210.8991394043
160,147.8073577881
140,120.1673965454
95,84.0764083862
60,55.110206604
120,101.8401107788
50,124.3652114868
65,63.1555099487
150,183.6809692383
595,653.3645019531
500,501.8696594238
270,266.1904602051
100,147.4050598145
100,147.4050598145
1500,1428.7349853516
150,149.4399261475
100,99.0396957397
155,186.7084197998
145,134.1802215576
100,89.6292037964
60,113.734703064
40,69.9893875122
45,33.3316421509
80,87.0888595581
200,175.8876647949
305,257.3264770508
425,417.6147155762
90,87.7540969849
500,518.854309082
50,36.2880020142
130,133.4435424805
50,41.5442886353
80,62.639289856
95,72.2793960571
255,246.31980896
60,43.2523880005
270,274.3574523926
120,150.7555084229
300,268.664276123
180,166.690536499
100,94.903465271
50,44.2703323364
350,392.2295227051
375,340.036315918
75,189.9821624756
350,251.3251953125
110,108.0935592651
195,153.7423858643
350,386.3435974121
80,62.4323348999
840,780.4534301758
175,176.3290100098
115,102.6675033569
50,45.2292556763
185,156.1148529053
100,243.881149292
170,189.7646789551
75,78.9269638062
185,156.1148529053
40,30.7218399048
240,247.9425354004
315,372.8106994629
35,77.0393600464
235,209.2272949219
300,260.3696594238
50,44.2703323364
275,273.4874267578
50,104.2002334595
60,110.0097579956
100,101.6315536499
135,126.3380813599
40,147.4523162842
150,134.6336975098
140,172.0388336182
75,69.0631027222
1550,1515.7117919922
260,277.7730712891
200,198.2243347168
60,413.7220458984
100,241.0353393555
45,38.7696609497
55,37.5358657837
75,63.391242981
85,105.2769393921
60,43.2523880005
50,46.1662063599
60,45.1482620239
95,85.0353164673
20,36.7059707642
95,76.687538147
375,294.2481079102
35,27.5629348755
100,99.3167495728
35,33.7560806274
65,41.6208877563
260,248.3701019287
115,121.8026199341
175,178.3444671631
150,143.8894958496
100,220.984588623
175,222.7984619141
100,105.3590621948
170,201.0827941895
120,114.4178237915
85,62.6173782349
35,130.5357971191
350,384.6813049316
100,124.6177902222
200,186.0674438477
85,84.4613418579
600,571.5375976562
145,167.2536468506
65,100.6526412964
370,370.826751709
85,80.8939743042
100,144.8171234131
75,128.986541748
200,208.4273681641
30,-34.9200057983
200,184.5148925781
70,66.0383071899
190,140.5383758545
60,53.0501327515
70,69.6337203979
25,38.9549636841
55,37.5358657837
100,91.3051071167
70,74.1274490356
395,390.9792480469
150,131.6318206787
85,80.027015686
60,40.7569046021
70,70.2608108521
95,86.7322158813
50,36.0810623169
75,68.5683822632
30,25.2689590454
75,65.9997177124
80,84.5078659058
165,169.3710632324
30,26.7327957153
55,41.8795852661
70,71.1550216675
650,611.015625
30,33.0250320435
100,182.9846343994
180,197.6145324707
250,282.3322753906
40,105.0514450073
475,535.1711425781
500,472.6409912109
400,388.233001709
125,137.9559326172
55,118.7658462524
110,104.6252975464
100,84.0764083862
250,263.4697875977
595,554.4201660156
45,84.5742263794
90,88.1226730347
90,97.1023330688
80,65.5320205688
200,204.3850250244
45,77.9385757446
50,31.9513320923
195,172.4114532471
45,-15.5959701538
275,269.8927307129
85,115.415687561
100,75.3271560669
350,378.1328125
65,114.3549880981
80,84.9244918823
95,101.62525177
80,70.4012374878
645,681.0224609375
300,292.971496582
60,50.381980896
400,373.3258361816
35,27.0952529907
1000,1141.8837890625
140,172.09375
130,111.7516708374
110,100.7722091675
125,143.9766998291
30,50.5911026001
245,247.8434143066
200,162.8508605957
95,79.068107605
215,210.470413208
130,134.7524719238
90,80.7440261841
75,67.7085952759
225,220.3601379395
250,231.8267974854
100,92.2640151978
200,174.8344726562
150,224.3406677246
255,240.722076416
85,83.5892410278
2200,2163.2722167969
95,84.3062515259
70,74.0283432007
2500,2994.4519042969
100,87.737739563
100,78.6780929565
150,143.8894958496
100,86.6150741577
70,63.2367782593
200,187.5315551758
200,331.08984375
70,70.5600662231
90,82.2658920288
60,45.1438369751
95,149.5400085449
35,71.2197036743
450,404.6386413574
210,172.4114532471
7500,5702.1806640625
80,154.8236541748
70,60.1492385864
255,244.2059783936
255,240.722076416
255,240.722076416
200,198.4554443359
255,242.8413085938
255,240.722076416
255,240.722076416
255,244.1068725586
255,247.1992340088
255,242.9404144287
255,242.9404144287
255,240.722076416
255,240.722076416
255,240.722076416
80,181.6418762207
260,294.8132019043
80,85.0232925415
50,75.3784408569
105,86.7141799927
50,68.5419235229
100,87.8637313843
80,77.2791519165
270,283.9709472656
75,77.2791519165
40,83.5143203735
110,95.3694839478
80,78.2380599976
75,72.7675857544
40,69.0304794312
500,474.459197998
95,84.3062515259
650,706.1010742188
85,80.7388687134
95,84.3062515259
50,47.3484420776
50,37.0399551392
50,36.940864563
115,112.9846420288
250,254.4163360596
200,187.9588928223
170,202.2699279785
40,30.622718811
35,-25.0675582886
35,-24.3613815308
90,81.7029342651
35,-33.4511947632
35,-29.6769332886
15,8.1519851685
50,75.914680481
40,34.4100418091
155,154.4671936035
100,99.9556350708
425,362.2344970703
80,80.9404830933
135,121.104347229
450,437.6659545898
115,102.6726608276
35,32.0892105103
745,822.071472168
100,85.0353164673
125,100.6526412964
35,67.48853302
700,350.962890625
390,343.3824157715
200,174.3073120117
450,376.4514770508
200,209.242401123
50,37.9725112915
75,66.8595046997
200,177.4429321289
35,78.8255844116
350,948.2305908203
100,90.1824417114
180,164.3380432129
300,291.7069091797
175,199.3747406006
185,306.1767578125
90,83.4813919067
550,558.5352172852
15,10.6421585083
500,516.395324707
15,46.5275192261
80,126.6396713257
500,381.973449707
110,86.9151229858
120,114.2918319702
70,61.5456008911
65,209.330947876
105,104.5261917114
50,44.2703323364
535,523.4145507812
60,188.9427337646
250,240.8214416504
300,286.8895874023
70,65.8787612915
600,757.1078491211
80,64.3420944214
95,218.5609283447
250,187.3357696533
30,65.7918624878
725,818.768371582
85,93.0695419312
125,139.4200439453
1600,1690.8317871094
150,135.1055603027
95,66.383934021
80,73.5567550659
85,83.4813919067
50,36.1940689087
90,107.0711593628
180,210.5170440674
150,177.6612701416
175,164.2389373779
120,132.787399292
300,282.4115600586
60,45.1438369751
100,123.8521347046
165,162.8739318848
395,199.4398040771
1295,1202.2653808594
100,100.9311447144
125,110.7927780151
250,263.2809448242
80,94.8342971802
250,242.9244384766
55,35.7435379028
200,203.8436431885
45,31.5392837524
80,69.9893875122
150,245.2430877686
125,109.0223007202
140,149.5823059082
500,350.3673095703
65,54.0073318481
150,138.3908843994
1100,1170.8455810547
65,54.0073318481
80,67.6348342896
1200,1145.0510253906
40,38.9111099243
60,100.0422439575
120,116.6459732056
100,102.6070632935
100,86.7141799927
150,125.867225647
100,93.9428787231
330,345.9968566895
40,81.2422866821
250,507.4478759766
75,80.846534729
50,43.2961807251
40,36.2746047974
60,18.3200454712
50,38.8323135376
40,30.7218399048
175,192.5177307129
700,723.7659301758
120,121.6765975952
40,69.9893875122
90,63.9095535278
65,61.1369247437
375,336.3004760742
200,161.9910583496
155,158.9362487793
350,395.2574768066
95,180.6758117676
125,105.4549331665
140,119.2084884644
150,152.3013458252
150,302.791229248
600,574.716796875
100,90.1824417114
80,62.639289856
550,537.0501098633
90,81.8528823853
45,34.924079895
55,96.278968811
55,40.2698135376
140,273.2482910156
130,116.1300125122
70,74.9872360229
625,700.7267456055
80,148.9640655518
70,71.7605667114
375,369.3593139648
250,230.3253479004
50,37.0399551392
195,175.9788208008
55,83.3477554321
120,101.8077011108
350,374.3918762207
375,344.2188110352
400,250.9989471436
150,131.6318206787
40,81.9616928101
70,-0.9264447689
125,117.0889205933
1500,1429.6939697266
90,173.4471130371
250,232.229385376
2950,2727.5791015625
105,168.5683288574
50,-5.2862167358
85,93.0695419312
100,75.8277359009
775,806.7590942383
45,34.1477737427
60,45.1438369751
30,29.682258606
230,154.3630218506
275,271.4832763672
400,373.3258361816
300,306.3157653809
180,186.9866638184
200,177.4429321289
190,352.9624328613
150,142.47996521
125,109.2970809937
80,104.5859451294
120,62.1473007202
80,77.2791519165
35,32.0892105103
125,108.9013137817
200,192.3548126221
80,74.054725647
125,109.8602218628
60,43.2523880005
95,104.6849441528
1700,1596.7774658203
150,151.7086334229
120,98.1463851929
125,141.4744415283
15,8.1519851685
125,112.5626449585
320,272.2944335938
35,29.4544143677
210,197.7111053467
100,106.2760848999
400,250.228515625
150,164.125
40,68.9313735962
350,282.554901123
40,30.622718811
420,368.7563781738
125,181.8017272949
225,251.3884735107
440,432.7279052734
70,70.5600662231
145,146.0087432861
90,92.4193496704
130,126.4564590454
50,-32.2918319702
55,45.6610794067
550,548.3898925781
95,110.8601150513
250,262.0913085938
80,58.9779586792
110,103.5754165649
105,94.2049026489
175,136.695098877
25,-8.7773666382
500,472.3592224121
500,472.5399780273
1800,1529.6077880859
100,124.1451644897
400,376.8710632324
95,85.0353164673
75,76.173210144
200,191.314163208
60,93.3659744263
55,47.6223678589
795,790.8209838867
135,128.3806610107
450,344.7717285156
140,109.5962753296
80,83.9246749878
140,133.0971679688
90,85.2651443481
55,32.2891616821
40,69.9893875122
1735,1739.8171386719
200,206.9448852539
670,818.5794677734
95,107.2934188843
40,39.8700027466
150,186.6324920654
180,151.1777801514
120,114.0300064087
150,139.8736572266
200,197.2290802002
55,35.7435379028
200,191.314163208
45,31.4401931763
500,472.8903503418
995,969.5258178711
85,80.8939743042
70,123.8910293579
180,140.2624816895
220,198.4974822998
525,534.9408569336
150,143.9766998291
150,144.9356079102
30,27.6916885376
70,60.4994125366
120,122.605796814
105,92.9203720093
145,132.590713501
150,150.5213928223
80,94.7351913452
625,696.2846069336
65,53.6387405396
15,78.3288040161
200,214.5233306885
250,264.4286804199
30,57.7789230347
140,126.1924972534
90,89.5021591187
75,61.8283157349
105,90.2764053345
125,101.6115493774
450,348.2127990723
140,135.2185668945
50,35.9819412231
80,62.6661758423
200,164.318069458
40,30.7218399048
200,164.318069458
55,47.900428772
